survey_date,panel,slug,subquestion,question_id,economist_last,economist_first,economist_id,question_text,response,confidence,explanation,signed
2012-02-07,US,rent_control,A,2012_02_07_rent_control_A,Holmström,Bengt,bengt_holmstrm,"Local ordinances that limit rent increases for some rental housing units, such as in New York and San Francisco, have had a positive impact over the past three decades on the amount and quality of broadly affordable rental housing in cities that have used them.",Agree,3,NA,1
2012-02-07,US,rent_control,A,2012_02_07_rent_control_A,Hoxby,Caroline,caroline_hoxby,"Local ordinances that limit rent increases for some rental housing units, such as in New York and San Francisco, have had a positive impact over the past three decades on the amount and quality of broadly affordable rental housing in cities that have used them.",Strongly Disagree,10,Rent controlled units do not end up in the hands of low income people. Rent control discourages landlords from creating modest priced units.,-2
2012-02-07,US,rent_control,A,2012_02_07_rent_control_A,Judd,Kenneth,kenneth_judd,"Local ordinances that limit rent increases for some rental housing units, such as in New York and San Francisco, have had a positive impact over the past three decades on the amount and quality of broadly affordable rental housing in cities that have used them.",Strongly Disagree,9,NA,-2
2012-02-07,US,rent_control,A,2012_02_07_rent_control_A,Kashyap,Anil,anil_kashyap,"Local ordinances that limit rent increases for some rental housing units, such as in New York and San Francisco, have had a positive impact over the past three decades on the amount and quality of broadly affordable rental housing in cities that have used them.",Disagree,3,NA,-1
2012-02-07,US,rent_control,A,2012_02_07_rent_control_A,Klenow,Pete,pete_klenow,"Local ordinances that limit rent increases for some rental housing units, such as in New York and San Francisco, have had a positive impact over the past three decades on the amount and quality of broadly affordable rental housing in cities that have used them.",Disagree,3,"Land use regulations restricted supply as well.  Plus, rent controls lead to misallocation of housing units.",-1
2012-02-07,US,rent_control,A,2012_02_07_rent_control_A,Lazear,Edward,edward_lazear,"Local ordinances that limit rent increases for some rental housing units, such as in New York and San Francisco, have had a positive impact over the past three decades on the amount and quality of broadly affordable rental housing in cities that have used them.",Strongly Disagree,8,"Even in the short run, rent control induces owners to move property to other uses, misallocate the property, and substitute non-price alloc.",-2
2012-02-07,US,rent_control,A,2012_02_07_rent_control_A,Levin,Jonathan,jonathan_levin,"Local ordinances that limit rent increases for some rental housing units, such as in New York and San Francisco, have had a positive impact over the past three decades on the amount and quality of broadly affordable rental housing in cities that have used them.",No Opinion,NA,I'm skeptical - but don't know enough about the programs to have a very informed view.,NA
2012-02-07,US,rent_control,A,2012_02_07_rent_control_A,Maskin,Eric,eric_maskin,"Local ordinances that limit rent increases for some rental housing units, such as in New York and San Francisco, have had a positive impact over the past three decades on the amount and quality of broadly affordable rental housing in cities that have used them.",Disagree,7,NA,-1
2012-02-07,US,rent_control,A,2012_02_07_rent_control_A,Nordhaus,William,william_nordhaus,"Local ordinances that limit rent increases for some rental housing units, such as in New York and San Francisco, have had a positive impact over the past three decades on the amount and quality of broadly affordable rental housing in cities that have used them.",Disagree,5,NA,-1
2012-02-07,US,rent_control,A,2012_02_07_rent_control_A,Obstfeld,Maurice,maurice_obstfeld,"Local ordinances that limit rent increases for some rental housing units, such as in New York and San Francisco, have had a positive impact over the past three decades on the amount and quality of broadly affordable rental housing in cities that have used them.",Disagree,5,NA,-1
2012-02-07,US,rent_control,A,2012_02_07_rent_control_A,Rouse,Cecilia,cecilia_rouse,"Local ordinances that limit rent increases for some rental housing units, such as in New York and San Francisco, have had a positive impact over the past three decades on the amount and quality of broadly affordable rental housing in cities that have used them.",Disagree,6,"While well intended, theoretically they also likely limit expansions in supply and improvements in quality.",-1
2012-02-07,US,rent_control,A,2012_02_07_rent_control_A,Saez,Emmanuel,emmanuel_saez,"Local ordinances that limit rent increases for some rental housing units, such as in New York and San Francisco, have had a positive impact over the past three decades on the amount and quality of broadly affordable rental housing in cities that have used them.",Disagree,6,NA,-1
2012-02-07,US,rent_control,A,2012_02_07_rent_control_A,Scheinkman,José,jos_scheinkman,"Local ordinances that limit rent increases for some rental housing units, such as in New York and San Francisco, have had a positive impact over the past three decades on the amount and quality of broadly affordable rental housing in cities that have used them.",Disagree,6,NA,-1
2012-02-07,US,rent_control,A,2012_02_07_rent_control_A,Schmalensee,Richard,richard_schmalensee,"Local ordinances that limit rent increases for some rental housing units, such as in New York and San Francisco, have had a positive impact over the past three decades on the amount and quality of broadly affordable rental housing in cities that have used them.",Strongly Disagree,8,"Unless al the textbooks are wrong, this is wrong.",-2
2012-02-07,US,rent_control,A,2012_02_07_rent_control_A,Shin,Hyun Song,hyunsong_shin,"Local ordinances that limit rent increases for some rental housing units, such as in New York and San Francisco, have had a positive impact over the past three decades on the amount and quality of broadly affordable rental housing in cities that have used them.",Disagree,3,NA,-1
2012-02-07,US,rent_control,A,2012_02_07_rent_control_A,Stock,James,james_stock,"Local ordinances that limit rent increases for some rental housing units, such as in New York and San Francisco, have had a positive impact over the past three decades on the amount and quality of broadly affordable rental housing in cities that have used them.",Did Not Answer,NA,NA,NA
2012-02-07,US,rent_control,A,2012_02_07_rent_control_A,Stokey,Nancy,nancy_stokey,"Local ordinances that limit rent increases for some rental housing units, such as in New York and San Francisco, have had a positive impact over the past three decades on the amount and quality of broadly affordable rental housing in cities that have used them.",Strongly Disagree,9,The planets are lined up here: theory and evidence point in the same direction.,-2
2012-02-07,US,rent_control,A,2012_02_07_rent_control_A,Thaler,Richard,richard_thaler,"Local ordinances that limit rent increases for some rental housing units, such as in New York and San Francisco, have had a positive impact over the past three decades on the amount and quality of broadly affordable rental housing in cities that have used them.",Disagree,3,Next questions: does the sun revolve around the earth.,-1
2012-02-07,US,rent_control,A,2012_02_07_rent_control_A,Udry,Christopher,christopher_udry,"Local ordinances that limit rent increases for some rental housing units, such as in New York and San Francisco, have had a positive impact over the past three decades on the amount and quality of broadly affordable rental housing in cities that have used them.",Disagree,5,NA,-1
2012-02-07,US,rent_control,A,2012_02_07_rent_control_A,Zingales,Luigi,luigi_zingales,"Local ordinances that limit rent increases for some rental housing units, such as in New York and San Francisco, have had a positive impact over the past three decades on the amount and quality of broadly affordable rental housing in cities that have used them.",Disagree,6,NA,-1
2015-09-22,US,15_minimum_wage,A,2015_09_22_15_minimum_wage_A,Acemoglu,Daron,daron_acemoglu,"If the federal minimum wage is raised gradually to $15-per-hour by 2020, the employment rate for low-wage US workers will be substantially lower than it would be under the status quo.",Uncertain,8,"Low levels of minimum wage do not have significant negative employment effects, but the effects likely increase for higher levels.",0
2015-09-22,US,15_minimum_wage,A,2015_09_22_15_minimum_wage_A,Alesina,Alberto,alberto_alesina,"If the federal minimum wage is raised gradually to $15-per-hour by 2020, the employment rate for low-wage US workers will be substantially lower than it would be under the status quo.",Uncertain,3,NA,0
2015-09-22,US,15_minimum_wage,A,2015_09_22_15_minimum_wage_A,Altonji,Joseph,joseph_altonji,"If the federal minimum wage is raised gradually to $15-per-hour by 2020, the employment rate for low-wage US workers will be substantially lower than it would be under the status quo.",Strongly Agree,8,$15.00 will be high enough in the productivity distribution of workers in 2020 to substantially reduce jobs for the less skilled.,2
2015-09-22,US,15_minimum_wage,A,2015_09_22_15_minimum_wage_A,Auerbach,Alan,alan_auerbach,"If the federal minimum wage is raised gradually to $15-per-hour by 2020, the employment rate for low-wage US workers will be substantially lower than it would be under the status quo.",Agree,3,NA,1
2015-09-22,US,15_minimum_wage,A,2015_09_22_15_minimum_wage_A,Autor,David,david_autor,"If the federal minimum wage is raised gradually to $15-per-hour by 2020, the employment rate for low-wage US workers will be substantially lower than it would be under the status quo.",Disagree,5,"I don't think the evidence supports the bold prediction that employment will be substantially lower. Not impossible, but no strong evidence.",-1
2015-09-22,US,15_minimum_wage,A,2015_09_22_15_minimum_wage_A,Baicker,Katherine,katherine_baicker,"If the federal minimum wage is raised gradually to $15-per-hour by 2020, the employment rate for low-wage US workers will be substantially lower than it would be under the status quo.",Uncertain,3,NA,0
2015-09-22,US,15_minimum_wage,A,2015_09_22_15_minimum_wage_A,Banerjee,Abhijit,abhijit_banerjee,"If the federal minimum wage is raised gradually to $15-per-hour by 2020, the employment rate for low-wage US workers will be substantially lower than it would be under the status quo.",Uncertain,5,NA,0
2015-09-22,US,15_minimum_wage,A,2015_09_22_15_minimum_wage_A,Bertrand,Marianne,marianne_bertrand,"If the federal minimum wage is raised gradually to $15-per-hour by 2020, the employment rate for low-wage US workers will be substantially lower than it would be under the status quo.",Uncertain,4,NA,0
2015-09-22,US,15_minimum_wage,A,2015_09_22_15_minimum_wage_A,Brunnermeier,Markus,markus_brunnermeier,"If the federal minimum wage is raised gradually to $15-per-hour by 2020, the employment rate for low-wage US workers will be substantially lower than it would be under the status quo.",Uncertain,4,"On the margin Card & Krueger show that minimum wages have little impact. In contrast, in France the minimum wage eliminates labor segment.",0
2015-09-22,US,15_minimum_wage,A,2015_09_22_15_minimum_wage_A,Chetty,Raj,raj_chetty,"If the federal minimum wage is raised gradually to $15-per-hour by 2020, the employment rate for low-wage US workers will be substantially lower than it would be under the status quo.",Disagree,7,NA,-1
2015-09-22,US,15_minimum_wage,A,2015_09_22_15_minimum_wage_A,Chevalier,Judith,judith_chevalier,"If the federal minimum wage is raised gradually to $15-per-hour by 2020, the employment rate for low-wage US workers will be substantially lower than it would be under the status quo.",Did Not Answer,NA,NA,NA
2015-09-22,US,15_minimum_wage,A,2015_09_22_15_minimum_wage_A,Cutler,David,david_cutler,"If the federal minimum wage is raised gradually to $15-per-hour by 2020, the employment rate for low-wage US workers will be substantially lower than it would be under the status quo.",Uncertain,5,NA,0
2015-09-22,US,15_minimum_wage,A,2015_09_22_15_minimum_wage_A,Deaton,Angus,angus_deaton,"If the federal minimum wage is raised gradually to $15-per-hour by 2020, the employment rate for low-wage US workers will be substantially lower than it would be under the status quo.",Agree,7,NA,1
2015-09-22,US,15_minimum_wage,A,2015_09_22_15_minimum_wage_A,Duffie,Darrell,darrell_duffie,"If the federal minimum wage is raised gradually to $15-per-hour by 2020, the employment rate for low-wage US workers will be substantially lower than it would be under the status quo.",Uncertain,3,NA,0
2015-09-22,US,15_minimum_wage,A,2015_09_22_15_minimum_wage_A,Edlin,Aaron,aaron_edlin,"If the federal minimum wage is raised gradually to $15-per-hour by 2020, the employment rate for low-wage US workers will be substantially lower than it would be under the status quo.",Disagree,4,NA,-1
2015-09-22,US,15_minimum_wage,A,2015_09_22_15_minimum_wage_A,Eichengreen,Barry,barry_eichengreen,"If the federal minimum wage is raised gradually to $15-per-hour by 2020, the employment rate for low-wage US workers will be substantially lower than it would be under the status quo.",Disagree,6,"Empirical studies disagree on the sign of the effect.  Few of those concluding in favor of negative are consistent with ""substantially.""",-1
2015-09-22,US,15_minimum_wage,A,2015_09_22_15_minimum_wage_A,Einav,Liran,liran_einav,"If the federal minimum wage is raised gradually to $15-per-hour by 2020, the employment rate for low-wage US workers will be substantially lower than it would be under the status quo.",Agree,5,NA,1
2015-09-22,US,15_minimum_wage,A,2015_09_22_15_minimum_wage_A,Fair,Ray,ray_fair,"If the federal minimum wage is raised gradually to $15-per-hour by 2020, the employment rate for low-wage US workers will be substantially lower than it would be under the status quo.",Disagree,5,NA,-1
2015-09-22,US,15_minimum_wage,A,2015_09_22_15_minimum_wage_A,Finkelstein,Amy,amy_finkelstein,"If the federal minimum wage is raised gradually to $15-per-hour by 2020, the employment rate for low-wage US workers will be substantially lower than it would be under the status quo.",Did Not Answer,NA,NA,NA
2015-09-22,US,15_minimum_wage,A,2015_09_22_15_minimum_wage_A,Goldberg,Pinelopi,pinelopi_goldberg,"If the federal minimum wage is raised gradually to $15-per-hour by 2020, the employment rate for low-wage US workers will be substantially lower than it would be under the status quo.",Uncertain,5,NA,0
2015-09-22,US,15_minimum_wage,A,2015_09_22_15_minimum_wage_A,Goolsbee,Austan,austan_goolsbee,"If the federal minimum wage is raised gradually to $15-per-hour by 2020, the employment rate for low-wage US workers will be substantially lower than it would be under the status quo.",Uncertain,1,NA,0
2015-09-22,US,15_minimum_wage,A,2015_09_22_15_minimum_wage_A,Greenstone,Michael,michael_greenstone,"If the federal minimum wage is raised gradually to $15-per-hour by 2020, the employment rate for low-wage US workers will be substantially lower than it would be under the status quo.",Did Not Answer,NA,NA,NA
2015-09-22,US,15_minimum_wage,A,2015_09_22_15_minimum_wage_A,Hall,Robert,robert_hall,"If the federal minimum wage is raised gradually to $15-per-hour by 2020, the employment rate for low-wage US workers will be substantially lower than it would be under the status quo.",Agree,4,"Depends on how many exceptions are allowed. Most $15 city min wages exempt union members, for example.",1
2015-09-22,US,15_minimum_wage,A,2015_09_22_15_minimum_wage_A,Hart,Oliver,oliver_hart,"If the federal minimum wage is raised gradually to $15-per-hour by 2020, the employment rate for low-wage US workers will be substantially lower than it would be under the status quo.",Uncertain,5,I worry that it will be but we don't know enough. Firms may raise prices and the Fed may accommodate some inflation. But the change is large,0
2015-09-22,US,15_minimum_wage,A,2015_09_22_15_minimum_wage_A,Holmström,Bengt,bengt_holmstrm,"If the federal minimum wage is raised gradually to $15-per-hour by 2020, the employment rate for low-wage US workers will be substantially lower than it would be under the status quo.",Uncertain,4,NA,0
2015-09-22,US,15_minimum_wage,A,2015_09_22_15_minimum_wage_A,Hoxby,Caroline,caroline_hoxby,"If the federal minimum wage is raised gradually to $15-per-hour by 2020, the employment rate for low-wage US workers will be substantially lower than it would be under the status quo.",Did Not Answer,NA,NA,NA
2015-09-22,US,15_minimum_wage,A,2015_09_22_15_minimum_wage_A,Hoynes,Hilary,hilary_hoynes,"If the federal minimum wage is raised gradually to $15-per-hour by 2020, the employment rate for low-wage US workers will be substantially lower than it would be under the status quo.",Disagree,8,NA,-1
2015-09-22,US,15_minimum_wage,A,2015_09_22_15_minimum_wage_A,Judd,Kenneth,kenneth_judd,"If the federal minimum wage is raised gradually to $15-per-hour by 2020, the employment rate for low-wage US workers will be substantially lower than it would be under the status quo.",Agree,7,"Some will move to uncovered sectors and the underground economy, reducing (not reversing) the impact on actual employment.",1
2015-09-22,US,15_minimum_wage,A,2015_09_22_15_minimum_wage_A,Kaplan,Steven,steven_kaplan,"If the federal minimum wage is raised gradually to $15-per-hour by 2020, the employment rate for low-wage US workers will be substantially lower than it would be under the status quo.",Strongly Agree,8,"A $15 minimum wage rise makes entry level / low wage jobs very expensive.  It would move the U.S. to be more like France, Italy, etc.",2
2015-09-22,US,15_minimum_wage,A,2015_09_22_15_minimum_wage_A,Kashyap,Anil,anil_kashyap,"If the federal minimum wage is raised gradually to $15-per-hour by 2020, the employment rate for low-wage US workers will be substantially lower than it would be under the status quo.",Uncertain,5,"In rural areas this will have a significant effect, but in many cities it would not matter much.  Teenager employment likely to drop too.",0
2015-09-22,US,15_minimum_wage,A,2015_09_22_15_minimum_wage_A,Klenow,Pete,pete_klenow,"If the federal minimum wage is raised gradually to $15-per-hour by 2020, the employment rate for low-wage US workers will be substantially lower than it would be under the status quo.",Agree,3,NA,1
2015-09-22,US,15_minimum_wage,A,2015_09_22_15_minimum_wage_A,Levin,Jonathan,jonathan_levin,"If the federal minimum wage is raised gradually to $15-per-hour by 2020, the employment rate for low-wage US workers will be substantially lower than it would be under the status quo.",Uncertain,4,NA,0
2015-09-22,US,15_minimum_wage,A,2015_09_22_15_minimum_wage_A,Maskin,Eric,eric_maskin,"If the federal minimum wage is raised gradually to $15-per-hour by 2020, the employment rate for low-wage US workers will be substantially lower than it would be under the status quo.",Uncertain,4,The total increase is so big that I'm not sure previous studies tell us very much.,0
2015-09-22,US,15_minimum_wage,A,2015_09_22_15_minimum_wage_A,Nordhaus,William,william_nordhaus,"If the federal minimum wage is raised gradually to $15-per-hour by 2020, the employment rate for low-wage US workers will be substantially lower than it would be under the status quo.",Disagree,6,Evidence is that it would be lower by perhaps 1 - 2 %. Lots of margins for adjustments.,-1
2015-09-22,US,15_minimum_wage,A,2015_09_22_15_minimum_wage_A,Saez,Emmanuel,emmanuel_saez,"If the federal minimum wage is raised gradually to $15-per-hour by 2020, the employment rate for low-wage US workers will be substantially lower than it would be under the status quo.",Disagree,7,NA,-1
2015-09-22,US,15_minimum_wage,A,2015_09_22_15_minimum_wage_A,Samuelson,Larry,larry_samuelson,"If the federal minimum wage is raised gradually to $15-per-hour by 2020, the employment rate for low-wage US workers will be substantially lower than it would be under the status quo.",Agree,5,"Our elasticity estimates provide only local information about labor demand functions, giving little insight into such a large increase.",1
2015-09-22,US,15_minimum_wage,A,2015_09_22_15_minimum_wage_A,Scheinkman,José,jos_scheinkman,"If the federal minimum wage is raised gradually to $15-per-hour by 2020, the employment rate for low-wage US workers will be substantially lower than it would be under the status quo.",Agree,5,Certainly in states where the median wage is close to $15. Smaller increases would impact employment much less.,1
2015-09-22,US,15_minimum_wage,A,2015_09_22_15_minimum_wage_A,Schmalensee,Richard,richard_schmalensee,"If the federal minimum wage is raised gradually to $15-per-hour by 2020, the employment rate for low-wage US workers will be substantially lower than it would be under the status quo.",Disagree,1,"Lower, probably; substantially lower, not clear at all.",-1
2015-09-22,US,15_minimum_wage,A,2015_09_22_15_minimum_wage_A,Shapiro,Carl,carl_shapiro,"If the federal minimum wage is raised gradually to $15-per-hour by 2020, the employment rate for low-wage US workers will be substantially lower than it would be under the status quo.",Did Not Answer,NA,NA,NA
2015-09-22,US,15_minimum_wage,A,2015_09_22_15_minimum_wage_A,Shimer,Robert,robert_shimer,"If the federal minimum wage is raised gradually to $15-per-hour by 2020, the employment rate for low-wage US workers will be substantially lower than it would be under the status quo.",Agree,7,"Assuming inflation stays low. There is substantial evidence that labor demand slopes down, at least in the long run",1
2015-09-22,US,15_minimum_wage,A,2015_09_22_15_minimum_wage_A,Thaler,Richard,richard_thaler,"If the federal minimum wage is raised gradually to $15-per-hour by 2020, the employment rate for low-wage US workers will be substantially lower than it would be under the status quo.",Disagree,4,Empirical evidence suggests the effects on employment would be modest.,-1
2015-09-22,US,15_minimum_wage,A,2015_09_22_15_minimum_wage_A,Udry,Christopher,christopher_udry,"If the federal minimum wage is raised gradually to $15-per-hour by 2020, the employment rate for low-wage US workers will be substantially lower than it would be under the status quo.",Uncertain,5,"Lower, yes. ""Substantially""? Not clear. For small changes in min wage, there are small changes in employment. But this is a big change.",0
2015-09-22,US,15_minimum_wage,B,2015_09_22_15_minimum_wage_B,Acemoglu,Daron,daron_acemoglu,Increasing the federal minimum wage gradually to $15-per-hour by 2020 would substantially increase aggregate output in the US economy.,Strongly Disagree,8,NA,-2
2015-09-22,US,15_minimum_wage,B,2015_09_22_15_minimum_wage_B,Alesina,Alberto,alberto_alesina,Increasing the federal minimum wage gradually to $15-per-hour by 2020 would substantially increase aggregate output in the US economy.,Disagree,5,NA,-1
2015-09-22,US,15_minimum_wage,B,2015_09_22_15_minimum_wage_B,Altonji,Joseph,joseph_altonji,Increasing the federal minimum wage gradually to $15-per-hour by 2020 would substantially increase aggregate output in the US economy.,Strongly Disagree,8,NA,-2
2015-09-22,US,15_minimum_wage,B,2015_09_22_15_minimum_wage_B,Auerbach,Alan,alan_auerbach,Increasing the federal minimum wage gradually to $15-per-hour by 2020 would substantially increase aggregate output in the US economy.,Strongly Disagree,7,NA,-2
2015-09-22,US,15_minimum_wage,B,2015_09_22_15_minimum_wage_B,Autor,David,david_autor,Increasing the federal minimum wage gradually to $15-per-hour by 2020 would substantially increase aggregate output in the US economy.,Disagree,6,"If it had any net positive effect, it would likely be very modest.",-1
2015-09-22,US,15_minimum_wage,B,2015_09_22_15_minimum_wage_B,Baicker,Katherine,katherine_baicker,Increasing the federal minimum wage gradually to $15-per-hour by 2020 would substantially increase aggregate output in the US economy.,Disagree,2,NA,-1
2015-09-22,US,15_minimum_wage,B,2015_09_22_15_minimum_wage_B,Banerjee,Abhijit,abhijit_banerjee,Increasing the federal minimum wage gradually to $15-per-hour by 2020 would substantially increase aggregate output in the US economy.,Uncertain,5,NA,0
2015-09-22,US,15_minimum_wage,B,2015_09_22_15_minimum_wage_B,Bertrand,Marianne,marianne_bertrand,Increasing the federal minimum wage gradually to $15-per-hour by 2020 would substantially increase aggregate output in the US economy.,Uncertain,4,NA,0
2015-09-22,US,15_minimum_wage,B,2015_09_22_15_minimum_wage_B,Brunnermeier,Markus,markus_brunnermeier,Increasing the federal minimum wage gradually to $15-per-hour by 2020 would substantially increase aggregate output in the US economy.,Uncertain,5,It would generate extra demand provided that low-skilled citizen still find jobs and remain integrated in the society.,0
2015-09-22,US,15_minimum_wage,B,2015_09_22_15_minimum_wage_B,Chetty,Raj,raj_chetty,Increasing the federal minimum wage gradually to $15-per-hour by 2020 would substantially increase aggregate output in the US economy.,Disagree,7,NA,-1
2015-09-22,US,15_minimum_wage,B,2015_09_22_15_minimum_wage_B,Chevalier,Judith,judith_chevalier,Increasing the federal minimum wage gradually to $15-per-hour by 2020 would substantially increase aggregate output in the US economy.,Did Not Answer,NA,NA,NA
2015-09-22,US,15_minimum_wage,B,2015_09_22_15_minimum_wage_B,Cutler,David,david_cutler,Increasing the federal minimum wage gradually to $15-per-hour by 2020 would substantially increase aggregate output in the US economy.,Disagree,5,NA,-1
2015-09-22,US,15_minimum_wage,B,2015_09_22_15_minimum_wage_B,Deaton,Angus,angus_deaton,Increasing the federal minimum wage gradually to $15-per-hour by 2020 would substantially increase aggregate output in the US economy.,Agree,7,NA,1
2015-09-22,US,15_minimum_wage,B,2015_09_22_15_minimum_wage_B,Duffie,Darrell,darrell_duffie,Increasing the federal minimum wage gradually to $15-per-hour by 2020 would substantially increase aggregate output in the US economy.,Uncertain,3,"Because of labor market frictions and given the high propensity of low-income workers to consume, the effect is uncertain to me..",0
2015-09-22,US,15_minimum_wage,B,2015_09_22_15_minimum_wage_B,Edlin,Aaron,aaron_edlin,Increasing the federal minimum wage gradually to $15-per-hour by 2020 would substantially increase aggregate output in the US economy.,Disagree,4,NA,-1
